#separator:tab
#html:true
#tags column:3
Common mistake — ANN Vector Search (HNSW / IVF-PQ)?	Treating PQ-reconstructed distances as exact, then ranking final results on them. PQ distances are lossy approximations for *candidate generation*; production systems **rerank** the shortlist with full-precision vectors (or a cross-encoder). Also: building an index for L2 when your embeddings are trained for cosine/inner-product — normalize first,…	nthexp::bricks::mistakes
Define / recall: <b>Annealing / Mid-Training High-Quality Phase</b>	A short final pretraining phase (~last few % of tokens) that upweights the highest-quality and benchmark-relevant data (code, math, instructions, textbooks) while the LR decays to ~0, cheaply buying large benchmark gains; near-universal in Llama 3, OLMo, MiniCPM recipes.	nthexp::bricks
Common mistake — Annealing / Mid-Training High-Quality Phase?	Treating annealing as just an LR-schedule choice. The benchmark lift comes mainly from the *data mixture shift*; annealing on the same web mixture gains little. Conversely, dumping benchmark-adjacent data here without decontamination is how contamination sneaks in — the late, high-influence position amplifies leakage.	nthexp::bricks::mistakes
Define / recall: <b>AnyRes / Dynamic High-Resolution Tiling</b>	Feed a VLM high-resolution images by splitting them into a grid of native-resolution tiles plus one downsampled global thumbnail, encoding each independently with a fixed-input ViT, and concatenating all patch tokens so fine detail (text, charts, small objects) survives.	nthexp::bricks
Common mistake — AnyRes / Dynamic High-Resolution Tiling?	Forgetting that tiles are encoded **independently** by the ViT — there is no cross-tile attention inside the vision encoder, so an object spanning a tile boundary is split, and the model must re-stitch context via the LLM and the global thumbnail. Also: blindly cranking max-tiles explodes token count quadratically in resolution and dominates…	nthexp::bricks::mistakes
Define / recall: <b>Associative Recall & the Recall-State-Size Tradeoff</b>	MQAR (multi-query associative recall) is the diagnostic for whether a sub-quadratic model can store arbitrary in-context key→value bindings; a fixed-size recurrent state imposes a hard recall ceiling that scales with state size, while attention's growing KV-cache buys unbounded recall at O(N) memory.	nthexp::bricks
Common mistake — Associative Recall & the Recall-State-Size Tradeoff?	Reading "linear attention matches transformers on perplexity" as "it can recall." Perplexity is dominated by easy local tokens; MQAR isolates the recall subskill that PPL hides. The flip side: assuming a bigger fixed state is "free" — it raises the recall ceiling but never makes it unbounded, so any constant-state model has an in-context length…	nthexp::bricks::mistakes
Define / recall: <b>Attention Sinks</b>	Softmax forces attention weights to sum to 1, so when no token is relevant, heads dump excess mass onto the first token(s) — these "sinks" are load-bearing for stability, and dropping them (e.g. in naive KV-cache eviction or windowing) collapses generation.	nthexp::bricks
Common mistake — Attention Sinks?	Thinking the sink is "wasted" computation you can prune. It is a functional pressure-release valve for the softmax constraint — evict it (or naively re-roll positions so the model loses its BOS anchor) and attention mass redistributes onto recent tokens, corrupting the hidden state and spiking perplexity.	nthexp::bricks::mistakes
Define / recall: <b>Attribution Patching</b>	A first-order Taylor approximation of activation patching that estimates the causal effect of swapping every component (or edge) from clean to corrupt activations using a single forward + backward pass, turning O(#components) patching runs into O(1) and scaling causal localization to whole models.	nthexp::bricks
Common mistake — Attribution Patching?	Trusting the linear approximation where it breaks: it is only accurate for small clean→corrupt activation differences. Near saturated nonlinearities (softmax, LayerNorm, attention that flips which token it attends to) the gradient is ~0 or wildly off, so attribution patching *underestimates or misses* high-effect components. Always validate…	nthexp::bricks::mistakes
Define / recall: <b>Automated Interpretability / Auto-Labeling</b>	Use an LLM to generate a natural-language explanation for what a feature/neuron does, then *score* that explanation by how well it predicts the feature's activations — letting you label millions of SAE features without humans in the loop.	nthexp::bricks
Common mistake — Automated Interpretability / Auto-Labeling?	Treating a high score as proof the feature *is* the explained concept. Detection scoring rewards explanations that merely **co-fire** with activations; a too-broad label ("text about people") and a confounded one can both score well. Scores measure predictive sufficiency on a narrow distribution — not causal necessity, not faithfulness, and not…	nthexp::bricks::mistakes
Define / recall: <b>Automated Red-Teaming</b>	Use models, RL, or evolutionary search to automatically generate diverse adversarial prompts that elicit failures (harm, jailbreaks, leakage) at scale, replacing slow manual red-teaming — now a baseline pre-deployment requirement for frontier releases.	nthexp::bricks
Common mistake — Automated Red-Teaming?	Optimizing the attacker for raw ASR only. It mode-collapses onto one cheap exploit (a single suffix or template), inflating numbers while leaving the threat surface unmapped. Without an explicit diversity/coverage objective and a judge robust to reward hacking, you measure how well you broke your own classifier, not the model's true vulnerability.	nthexp::bricks::mistakes
Define / recall: <b>Autoregressive Visual Generation (Next-Token / Next-Scale)</b>	Generate images/video/audio as sequences of discrete tokens with a causal transformer (`p(x) = Πᵢ p(xᵢ | x_{<i})`), either token-by-token in raster order or — in VAR — scale-by-scale (coarse-to-fine token maps), letting visual generation ride LLM infra (KV-cache, scaling laws, MoE).	nthexp::bricks
Common mistake — Autoregressive Visual Generation (Next-Token / Next-Scale)?	Conflating *next-scale AR* with *diffusion* or with *masked-parallel (MaskGIT)* generation. VAR is still pure autoregressive maximum-likelihood with teacher forcing and a KV-cache — there is no noising/denoising process and no iterative remasking; the "coarse-to-fine" structure comes from the multi-scale tokenizer, not from a noise schedule.	nthexp::bricks::mistakes
Define / recall: <b>AWQ (Activation-Aware Weight Quantization)</b>	Weight-only PTQ that protects the salient ~1% of weight channels — identified by *activation* magnitude, not weight magnitude — via a per-channel scaling search, with no backprop or reconstruction; the de facto W4A16 method shipped in most inference engines.	nthexp::bricks
Common mistake — AWQ (Activation-Aware Weight Quantization)?	Thinking AWQ keeps salient weights in FP16 — that's the *mixed-precision baseline it rejects*. AWQ quantizes **everything** to the same bit-width; the salient channels are protected purely by the activation-aware per-channel **scale**, which is then absorbed into adjacent ops so inference stays uniform-precision. Also: AWQ is **weight-only…	nthexp::bricks::mistakes
Define / recall: <b>Backdoor Criterion & Confounding Adjustment</b>	A graphical test for "what to control for" — a covariate set Z that blocks every back-door path from X to Y (and contains no descendant of X) licenses the adjustment formula P(Y|do(x)) = Σ_z P(Y|x,z)P(z), turning a confounded association into an unbiased causal effect.	nthexp::bricks
Common mistake — Backdoor Criterion & Confounding Adjustment?	"Adjust for everything to be safe." Conditioning on a **collider** (or its descendant) *opens* a previously-blocked path and **creates** bias (collider/M-bias); conditioning on a **mediator** (descendant of X on the causal path) blocks part of the effect you want. More controls is not safer — block back-door paths only, never causal paths,…	nthexp::bricks::mistakes
Define / recall: <b>Backdoors / Data Poisoning</b>	Hidden trigger→target mappings implanted via poisoned pretraining/fine-tuning data so the model behaves normally (passing evals) except on trigger-bearing inputs, where it emits attacker-chosen behavior; "sleeper agent" backdoors survive SFT/RLHF/adversarial safety training.	nthexp::bricks
Common mistake — Backdoors / Data Poisoning?	Believing safety/alignment training removes a backdoor. It does not — RLHF and adversarial training only suppress behavior on the inputs they actually see; the trigger is off-distribution, so the conditional policy survives. Standard evals are blind by construction (you can't test the trigger you don't know). Backdoor robustness is a…	nthexp::bricks::mistakes
Define / recall: <b>Backpropagation / Reverse-Mode Autodiff</b>	The chain rule run backward through a computation graph — one forward pass caches activations, one backward pass propagates the loss gradient to every parameter at total cost ~2-3× the forward pass, independent of parameter count.	nthexp::bricks
Common mistake — Backpropagation / Reverse-Mode Autodiff?	Confusing backprop with SGD. Backprop only *computes* the gradient; the optimizer (SGD, Adam) *uses* it. Relatedly: thinking it's a numerical approximation — it's exact analytic differentiation (to floating-point error), not finite differences.	nthexp::bricks::mistakes
Define / recall: <b>Batch Normalization</b>	Normalize each activation channel across the batch dimension using mini-batch mean/variance during training and a running EMA at inference; the historical anchor of the normalization literature, still default in CNNs/vision but largely displaced by LayerNorm/RMSNorm in transformers.	nthexp::bricks
Common mistake — Batch Normalization?	Forgetting that BN behaves differently in train vs eval mode (`model.eval()` / `training=False`), and that it breaks with **small or correlated batches**. Tiny batch sizes give noisy stats → use GroupNorm/LayerNorm instead. Also: BN couples examples within a batch, so it leaks information across samples and is unsafe under sequence/causal or…	nthexp::bricks::mistakes
Define / recall: <b>Benchmark Contamination</b>	Leakage of eval/benchmark examples (or near-duplicates) into pretraining or fine-tuning corpora, inflating scores so they measure memorization rather than generalization — detected via n-gram overlap, canary strings, and membership inference.	nthexp::bricks
Common mistake — Benchmark Contamination?	Assuming n-gram/exact-match decontamination makes a benchmark clean. It catches verbatim copies but misses paraphrases, translations, and reformatted variants — and surface-form overlap underestimates true leakage. Conversely, a non-zero overlap rate does not by itself prove inflated scores; you need the clean-vs-dirty performance gap to attribute…	nthexp::bricks::mistakes
Define / recall: <b>Benchmark Saturation & Dynamic/Private Benchmarks</b>	Static public benchmarks get topped and contaminated within months, so evaluation moves to held-out private test sets, periodically refreshed live leaderboards, and deliberately harder frontier suites whose scores then saturate again — a perpetual treadmill.	nthexp::bricks
Common mistake — Benchmark Saturation & Dynamic/Private Benchmarks?	Reading a near-ceiling delta (e.g. 91.2 vs 90.8 on MMLU) as a real capability gap. Near saturation, the headroom is dominated by mislabeled/ambiguous items and the gap is well inside eval noise — confidence intervals overlap. Also: assuming a high public-benchmark score reflects capability rather than possible contamination; always check whether…	nthexp::bricks::mistakes
Define / recall: <b>BF16 vs FP16 vs FP32 (Floating-Point Formats)</b>	Three IEEE-ish float layouts trading mantissa bits (precision) against exponent bits (dynamic range); bf16 keeps fp32's 8-bit exponent so it never overflows, which is why it won large-model training despite having only ~3 decimal digits of precision.	nthexp::bricks
Common mistake — BF16 vs FP16 vs FP32 (Floating-Point Formats)?	Believing fp16 is "more accurate than bf16 so it's safer for training." The opposite operationally: fp16's 5-bit exponent makes large-model gradients silently overflow to inf / underflow to 0, causing [[loss-spikes-training-instability]]. bf16 trades precision you can absorb (range matters more than mantissa for LLM dynamics) and accumulates in…	nthexp::bricks::mistakes
Define / recall: <b>Bias–Variance Tradeoff</b>	Expected test error decomposes as Bias² + Variance + irreducible Noise; the classical claim that capacity trades bias for variance (the U-shape) breaks in the overparameterized regime, where more capacity *lowers* variance (see double descent).	nthexp::bricks
Common mistake — Bias–Variance Tradeoff?	Believing the U-shape is universal and that "bigger model ⇒ more variance ⇒ overfit." In the overparameterized regime that frontier models occupy, scaling capacity (and the implicit bias of the optimizer) *reduces* test error — the classical tradeoff does not describe deep nets past interpolation. The decomposition is still valid; the monotone…	nthexp::bricks::mistakes
Define / recall: <b>Bidirectional / Multi-Directional SSM Scanning</b>	Adapt the inherently-causal selective-SSM (Mamba) recurrence to non-sequential data by running multiple directed scans over a flattened token grid and summing their outputs — restoring the "every token sees every token" property that a single 1D left-to-right pass destroys.	nthexp::bricks
Common mistake — Bidirectional / Multi-Directional SSM Scanning?	Thinking multi-directional scanning makes the model "non-causal like attention" for free. Each token still only sees the union of what the *K* fixed scan orders reach — locality is order-dependent, far-apart 2D neighbors are still distant in every linear order, and you pay K× compute plus K× parameter sets. It approximates global mixing; it is not…	nthexp::bricks::mistakes
Define / recall: <b>Bootstrap & Confidence Intervals for Eval Metrics</b>	Resample your eval set with replacement, recompute the metric each time, and read CIs off the resampled distribution — the cheapest way to know whether a benchmark gap is real or noise, and the single most-skipped step in LLM evaluation.	nthexp::bricks
Common mistake — Bootstrap & Confidence Intervals for Eval Metrics?	Treating non-overlapping point estimates as significance, or overlapping CIs as non-significance. The correct test is a CI on the **paired difference** (or a permutation/paired bootstrap on d_i): two CIs can overlap while the paired difference CI excludes 0. Also: bootstrapping the wrong unit (tokens/sub-questions instead of independent items)…	nthexp::bricks::mistakes
Define / recall: <b>Byte-Pair Encoding (BPE)</b>	A greedy tokenizer-training algorithm that starts from bytes/characters and iteratively merges the most frequent adjacent symbol pair into a new token, building a subword vocabulary that trades sequence length against vocab size.	nthexp::bricks
Common mistake — Byte-Pair Encoding (BPE)?	Thinking BPE tokenizes by probability or "meaning." It is a fixed, deterministic merge table applied greedily by rank — no model, no context. This is why arithmetic, spelling, and rare-word tasks break (the famous "strawberry" / digit-grouping failures): the segmentation is frozen at tokenizer-training time and is blind to the downstream task.…	nthexp::bricks::mistakes
Define / recall: <b>Bradley-Terry Model</b>	A pairwise-comparison model where P(i beats j) = σ(s_i − s_j), fitting latent quality scores by MLE on win/loss data — the statistical backbone of RLHF reward models and Arena leaderboards.	nthexp::bricks
Common mistake — Bradley-Terry Model?	Conflating Bradley-Terry with Elo. BT is a static MLE fit to all comparisons jointly; Elo is an online stochastic-approximation update (one gradient step per game with fixed learning rate K). They share the logistic form and agree at convergence under stationarity, but Elo is path-dependent and BT is not. Also: BT models transitive strength only —…	nthexp::bricks::mistakes
Define / recall: <b>Budget Forcing / Thinking-Token Control</b>	A test-time decoding intervention that explicitly sets the reasoning-token budget — either capping the thinking trace by force-injecting an end-of-thinking delimiter, or extending it by suppressing that delimiter and appending "Wait" — to slide a single model along the accuracy-vs-latency curve (s1-style).	nthexp::bricks
Common mistake — Budget Forcing / Thinking-Token Control?	Assuming "Wait"-extension monotonically improves accuracy, so more is always better. It saturates and then *hurts* — over-long traces drift, self-doubt into wrong answers, or loop. The right budget is query-difficulty dependent; a fixed large N wastes compute on easy items and can degrade them.	nthexp::bricks::mistakes
Define / recall: <b>Calibration & ECE</b>	A model is calibrated when its predicted confidence equals empirical accuracy (of all predictions at 80% confidence, 80% are correct); Expected Calibration Error bins predictions by confidence and averages the gap; temperature scaling is the cheap post-hoc fix.	nthexp::bricks
Common mistake — Calibration & ECE?	Treating low ECE as proof of good per-instance uncertainty. ECE is a marginal, bin-averaged metric: a model can have ECE ≈ 0 while being badly wrong on every individual case (output the base rate for everyone). It is also sensitive to bin count/scheme and only scores the top-1 confidence, ignoring the rest of the distribution. Use proper scoring…	nthexp::bricks::mistakes
Define / recall: <b>Capacity-Density & Capability Scaling</b>	Beyond loss-vs-scale, newer fits relate *downstream capability* to compute, and "capacity density" measures effective capability per parameter — which is rising exponentially over time (roughly doubling every ~3-4 months in 2023-2025), meaning a model of fixed quality needs ever fewer parameters.	nthexp::bricks
Common mistake — Capacity-Density & Capability Scaling?	Conflating density gains with the fixed Chinchilla exponents. Capacity density rises because of *better data, distillation, architecture, and post-training* — it is an over-time trend across the model frontier, not a single training-run power law. Also: a smooth fit on a *continuous* metric (reducible loss, Brier) can look "emergent" only when you…	nthexp::bricks::mistakes
Define / recall: <b>Catastrophic Forgetting & Continual Learning</b>	When you train on task B, gradient descent overwrites the weights encoding task A — the central tension in post-training, model editing, and continual pretraining, where "improve on new data" silently means "regress on old".	nthexp::bricks
Common mistake — Catastrophic Forgetting & Continual Learning?	Believing forgetting is a slow, graceful decay. It is *catastrophic* — abrupt and near-total — and it hits capabilities you never measured. Low new-task loss tells you nothing about retention; you must explicitly evaluate the old task, or replay old data, to detect and prevent it.	nthexp::bricks::mistakes
Define / recall: <b>Causal Representation Learning (CRL)</b>	Recover latent causal variables z and their causal graph G from high-dimensional observations x = g(z) (pixels, text), so the learned representation factorizes correctly and stays valid under intervention and distribution shift — not just predicts.	nthexp::bricks
Common mistake — Causal Representation Learning (CRL)?	Conflating CRL with disentanglement or "interpretable VAE." Statistical independence of latents (β-VAE) is neither necessary nor sufficient for causal recovery — causal factors can be dependent, and independent factors can be entangled mixtures. Without interventions, multiple environments, or a temporal signal, the latents are provably…	nthexp::bricks::mistakes
Define / recall: <b>Chain-of-Thought & Test-Time Compute</b>	Elicit intermediate reasoning tokens before the answer, then spend more inference compute (longer chains, sampling, search, verification) to trade tokens for accuracy — the second scaling axis alongside pretraining.	nthexp::bricks
Common mistake — Chain-of-Thought & Test-Time Compute?	Treating the printed chain as a faithful causal account of the computation. CoT improves *accuracy*, but the verbalized steps are often post-hoc and unfaithful — the model can reach the answer via different internal computation and rationalize it (Turpin 2023). Do not use the chain as an interpretability oracle or a safety guarantee.	nthexp::bricks::mistakes
Define / recall: <b>Chunked / Chunkwise-Parallel Form</b>	Split the sequence into chunks; compute exact intra-chunk attention quadratically and carry a summarized recurrent state across chunks linearly — blending parallel-friendly local compute with linear-time global propagation for tensor-core efficiency (FlashLinearAttention).	nthexp::bricks
Common mistake — Chunked / Chunkwise-Parallel Form?	Thinking it is an approximation or that it changes the result. The chunked form is *mathematically exact* — it just reorganizes the same recurrence into a parallel + recurrent split. Also: confusing it with chunked *prefill* (a serving/scheduling trick for splitting prompt tokens), which is unrelated.	nthexp::bricks::mistakes
Define / recall: <b>Chunked Prefill</b>	Split a long prompt's prefill into fixed-size token chunks and interleave them with ongoing decode steps in the same batch, capping the latency spike a big prefill imposes by trading TTFT for TPOT.	nthexp::bricks
Common mistake — Chunked Prefill?	Treating it as a substitute for prefill/decode disaggregation. Chunking shares one engine and still couples the phases on the same GPUs; disaggregation puts them on separate hardware. Also: setting B too small inflates attention cost (each chunk re-reads the growing KV prefix) and tanks TTFT for negligible TPOT gain.	nthexp::bricks::mistakes
Define / recall: <b>Circuits</b>	A subgraph of model features/components (heads, MLP neurons, SAE features) wired by weights that implements a human-interpretable algorithm — the unit of mechanistic explanation for *how* a model computes an output, not just *what* it outputs.	nthexp::bricks
Common mistake — Circuits?	Confusing correlation with causation: a component that *activates* on a behavior isn't necessarily part of the circuit. Only intervention (patching/ablation) establishes causal membership. Also: circuits are not unique or clean — backup heads and self-repair mean ablating one component is often silently compensated for, inflating apparent…	nthexp::bricks::mistakes
Define / recall: <b>Classifier-Free Guidance (CFG)</b>	Jointly train conditional and unconditional models via random condition-dropout, then at sampling extrapolate the conditional prediction away from the unconditional one to trade diversity for prompt fidelity — the default conditioning knob in diffusion/flow generation.	nthexp::bricks
Common mistake — Classifier-Free Guidance (CFG)?	Treating large w as free quality. High guidance over-saturates colors, blows out contrast, and collapses diversity (mode-seeking); it samples from a sharpened distribution, not the true conditional. Fixes in practice: dynamic/CFG rescaling (Lin et al., "common diffusion noise schedules"), limited-interval guidance (apply only at mid timesteps), or…	nthexp::bricks::mistakes
Define / recall: <b>CLIP / Contrastive Vision-Language Pretraining</b>	Dual encoders (image tower + text tower) trained on web-scale (image, caption) pairs with a symmetric InfoNCE loss over in-batch positives/negatives and a learned temperature, yielding a shared embedding space that enables zero-shot classification via text prompts.	nthexp::bricks
Common mistake — CLIP / Contrastive Vision-Language Pretraining?	Forgetting to L2-normalize before the dot product, or treating the temperature as a fixed hyperparameter. The cosine + learned temperature is load-bearing: it sets the softmax sharpness, and an unclamped `exp(τ)` blows up and destabilizes training.	nthexp::bricks::mistakes
Define / recall: <b>Collective Communication Primitives</b>	The fixed set of GPU group-communication operations (all-reduce, reduce-scatter, all-gather, all-to-all, broadcast) whose ring/tree algorithms set the bandwidth-latency cost of every parallelism scheme — all-reduce = reduce-scatter + all-gather.	nthexp::bricks
Common mistake — Collective Communication Primitives?	Thinking all-reduce cost grows with P. The ring all-reduce is bandwidth-optimal at **~2N/B regardless of P** — only latency scales (linearly for ring, log for tree). The real scaling pain is latency and topology (cross-node IB vs intra-node NVLink), not per-GPU bandwidth, which is why TP stays inside a node and DP crosses nodes.	nthexp::bricks::mistakes
